Gender,Age,Year,Strangling,Medicine,Train_jumping,Drowning,Jump_from_high,Others,Unknown,Total_per_100000
Totaal mannen en vrouwen,Totaal alle leeftijden,2018,833,350,186,97,163,191,9,    10.6
